,berry,blackberry,cherry,citrus,other,raspberry
55663,0,0,0,0,1,0
76401,0,0,0,0,1,0
41549,1,0,0,0,0,0
98945,0,0,0,0,1,0
114,1,0,0,0,0,0
65588,0,0,0,0,1,0
71816,0,0,0,0,1,0
11834,0,0,1,0,0,0
82796,0,0,0,0,0,1
68043,1,0,0,0,0,0
1414,0,0,0,0,1,0
103631,0,0,0,0,1,0
105609,0,1,0,0,0,0
5546,0,0,0,0,1,0
17557,0,0,0,1,0,0
70606,0,0,1,0,0,0
106479,1,0,0,0,0,0
98229,0,0,0,0,1,0
37605,0,0,1,0,0,0
6136,0,0,0,0,1,0
102115,0,0,0,0,1,0
45780,0,0,0,0,1,0
42862,0,0,0,0,1,0
11681,0,0,0,0,1,0
112101,0,0,0,0,1,0
45796,0,0,0,0,0,1
84858,0,0,0,0,1,0
113677,0,0,0,0,1,0
30047,0,1,0,0,0,0
64216,0,0,0,0,1,0
31442,0,0,0,1,0,0
16635,0,0,0,0,0,1
60767,0,1,0,0,0,0
66032,0,0,0,0,1,0
103,0,0,0,0,1,0
31968,0,0,0,0,1,0
29635,1,0,0,0,0,0
44675,0,0,0,1,0,0
26653,0,0,0,0,1,0
121202,0,0,0,0,0,1
5219,0,0,0,0,1,0
112555,0,0,1,0,0,0
122847,0,1,0,0,0,0
9206,0,0,0,0,1,0
365,0,0,1,0,0,0
117234,0,0,0,0,1,0
79692,0,0,0,0,1,0
56860,0,0,0,0,1,0
6871,0,0,0,1,0,0
8869,0,1,0,0,0,0
129241,0,0,0,0,1,0
94628,0,0,0,0,1,0
92808,0,0,0,0,1,0
35782,1,0,0,0,0,0
86865,0,1,0,0,0,0
96508,0,0,0,0,1,0
108983,0,0,0,0,1,0
41272,0,0,0,0,1,0
127246,0,0,1,0,0,0
103838,1,0,0,0,0,0
95401,0,0,0,0,0,1
80412,0,0,0,0,1,0
95206,1,0,0,0,0,0
4274,0,0,0,0,1,0
68291,0,0,0,0,1,0
94500,0,0,0,0,1,0
108271,0,0,0,0,0,1
27767,0,0,0,0,1,0
39628,0,0,0,0,1,0
83093,0,0,0,0,1,0
61783,1,0,0,0,0,0
45063,0,0,0,0,1,0
77983,0,0,0,0,1,0
80713,0,0,1,0,0,0
72030,0,0,0,0,1,0
85332,0,0,1,0,0,0
121112,0,0,0,0,1,0
31814,0,0,0,1,0,0
95409,0,0,0,1,0,0
70232,1,0,0,0,0,0
71081,0,0,0,0,1,0
111265,0,0,0,0,1,0
1196,0,0,0,0,1,0
125957,0,1,0,0,0,0
68281,0,0,0,0,1,0
120685,0,0,0,1,0,0
73572,0,0,0,0,1,0
76166,0,1,0,0,0,0
3673,0,0,0,0,1,0
43425,0,0,1,0,0,0
93477,0,0,0,0,1,0
11040,0,0,0,0,0,1
45925,0,0,0,0,1,0
55538,0,0,0,0,1,0
73934,0,0,0,0,1,0
118055,1,0,0,0,0,0
76663,1,0,0,0,0,0
16853,0,0,0,0,1,0
80177,0,0,0,0,1,0
87131,0,0,0,0,1,0
14670,0,0,1,0,0,0
115500,0,0,1,0,0,0
49644,0,0,0,0,1,0
74865,0,0,1,0,0,0
125612,0,0,0,0,0,1
31847,0,0,0,0,1,0
12143,0,0,0,0,1,0
56489,1,0,0,0,0,0
112819,0,0,0,0,1,0
68693,0,0,1,0,0,0
97872,1,0,0,0,0,0
21814,0,0,1,0,0,0
65863,0,0,0,0,1,0
46120,0,0,0,0,1,0
29308,0,0,0,0,1,0
129501,1,0,0,0,0,0
113015,0,0,0,0,1,0
59639,0,0,0,0,1,0
7117,0,0,0,0,1,0
56277,0,0,0,0,1,0
40228,1,0,0,0,0,0
24155,0,0,1,0,0,0
66894,0,0,0,0,1,0
88851,0,0,0,0,1,0
88004,1,0,0,0,0,0
42111,0,0,0,1,0,0
15085,0,0,0,0,1,0
76273,0,0,1,0,0,0
71572,0,0,1,0,0,0
22100,0,0,0,0,1,0
81681,0,0,0,1,0,0
89923,0,0,0,0,1,0
45611,0,0,0,0,1,0
60687,0,0,1,0,0,0
90082,0,1,0,0,0,0
37662,0,0,0,0,1,0
107076,0,1,0,0,0,0
54267,0,0,1,0,0,0
95139,0,0,1,0,0,0
9981,0,1,0,0,0,0
124891,0,0,0,0,1,0
4262,1,0,0,0,0,0
57023,1,0,0,0,0,0
3613,1,0,0,0,0,0
84915,1,0,0,0,0,0
71961,0,0,0,0,1,0
114103,0,0,0,0,1,0
50674,0,0,1,0,0,0
13062,0,0,0,0,1,0
9919,0,0,0,1,0,0
82925,0,0,0,0,1,0
55335,1,0,0,0,0,0
70828,0,0,0,0,1,0
7617,0,0,0,0,1,0
40543,1,0,0,0,0,0
124910,0,0,0,0,0,1
48628,0,0,0,0,1,0
120336,0,0,0,1,0,0
103209,0,0,0,0,1,0
24746,0,0,1,0,0,0
15482,0,0,1,0,0,0
73979,0,0,0,0,0,1
44540,0,0,0,0,0,1
31502,0,0,0,0,1,0
46912,0,0,0,0,1,0
104380,1,0,0,0,0,0
38612,0,0,1,0,0,0
15062,1,0,0,0,0,0
59775,1,0,0,0,0,0
68437,0,1,0,0,0,0
49435,0,0,0,0,1,0
88460,0,0,0,0,1,0
114214,0,0,0,0,1,0
111712,0,0,0,0,1,0
41332,0,0,0,0,1,0
38018,0,0,0,0,1,0
126277,0,0,0,0,1,0
94344,0,0,0,0,0,1
109030,0,0,0,0,0,1
33619,0,0,0,0,1,0
17440,0,0,0,0,1,0
64275,0,0,0,0,1,0
17746,0,0,0,0,1,0
108290,0,0,1,0,0,0
9119,0,0,0,0,0,1
43669,1,0,0,0,0,0
80095,0,0,0,0,1,0
56367,0,0,0,1,0,0
104426,0,0,0,0,1,0
1412,0,0,0,0,1,0
439,1,0,0,0,0,0
35100,0,0,0,0,1,0
13005,0,0,0,0,1,0
68614,0,0,0,0,1,0
6689,0,0,0,0,0,1
20993,1,0,0,0,0,0
32754,1,0,0,0,0,0
12216,0,0,0,0,1,0
114953,0,0,0,0,1,0
69782,0,0,0,0,0,1
123614,0,0,0,0,1,0
110696,1,0,0,0,0,0
24676,0,0,0,0,1,0
12889,0,0,0,0,1,0
114652,1,0,0,0,0,0
72546,0,0,0,0,1,0
50887,0,0,0,0,1,0
16732,0,0,0,0,1,0
109248,0,0,0,0,1,0
2465,1,0,0,0,0,0
77625,0,1,0,0,0,0
121306,0,0,1,0,0,0
108932,0,0,0,0,1,0
30004,0,0,0,0,0,1
30167,1,0,0,0,0,0
90171,0,0,0,0,1,0
99731,0,0,0,0,1,0
78011,0,0,0,1,0,0
61764,1,0,0,0,0,0
1348,0,0,0,0,1,0
57598,0,0,0,1,0,0
57451,0,0,0,0,1,0
19160,0,0,0,0,1,0
2848,0,0,0,0,1,0
121474,0,0,0,0,1,0
71878,1,0,0,0,0,0
121699,0,1,0,0,0,0
111912,0,0,0,0,0,1
69952,0,1,0,0,0,0
94599,0,0,0,0,1,0
56458,1,0,0,0,0,0
4788,0,0,0,0,1,0
77769,0,0,0,0,1,0
92678,0,0,1,0,0,0
118380,0,0,1,0,0,0
114592,1,0,0,0,0,0
44626,0,0,0,1,0,0
66479,0,1,0,0,0,0
97159,0,0,0,0,1,0
92171,0,0,0,0,1,0
125895,0,0,0,0,1,0
46797,0,0,0,1,0,0
82282,0,0,0,1,0,0
59447,0,0,0,1,0,0
63337,0,0,0,0,1,0
21461,0,0,0,0,1,0
2900,0,0,1,0,0,0
91376,0,0,0,0,1,0
122239,0,0,1,0,0,0
58419,0,0,0,0,1,0
37609,0,0,0,0,1,0
57118,0,0,0,0,0,1
78272,0,0,0,0,1,0
62265,0,0,0,0,1,0
45651,0,0,0,0,1,0
10815,0,0,0,0,1,0
55418,0,0,0,0,1,0
90119,0,0,0,0,1,0
88033,1,0,0,0,0,0
69162,0,0,0,0,1,0
116950,0,0,0,1,0,0
52547,1,0,0,0,0,0
91537,0,0,0,0,1,0
18581,0,0,0,0,1,0
98781,0,0,1,0,0,0
29166,0,0,0,0,1,0
36477,0,0,0,0,1,0
120308,0,0,0,0,1,0
59018,0,1,0,0,0,0
120730,0,0,0,0,1,0
102001,1,0,0,0,0,0
39722,0,1,0,0,0,0
82440,0,0,0,0,1,0
74209,0,0,0,0,0,1
31662,0,1,0,0,0,0
127716,0,1,0,0,0,0
5005,1,0,0,0,0,0
37464,0,0,0,0,1,0
20258,1,0,0,0,0,0
42333,1,0,0,0,0,0
94114,0,0,1,0,0,0
103497,0,0,0,0,0,1
109986,0,0,0,0,1,0
89992,0,0,0,1,0,0
109550,0,1,0,0,0,0
29222,0,0,0,0,1,0
58346,0,0,0,1,0,0
51741,0,0,0,1,0,0
128058,0,0,0,0,1,0
127417,0,0,1,0,0,0
114814,0,0,1,0,0,0
110809,0,0,0,0,1,0
62269,0,0,0,0,1,0
27977,0,0,1,0,0,0
115389,0,0,1,0,0,0
123918,0,0,0,0,1,0
59759,0,0,0,0,1,0
17136,1,0,0,0,0,0
80544,0,0,0,0,1,0
78327,1,0,0,0,0,0
92111,0,0,1,0,0,0
79541,0,0,0,1,0,0
41137,0,0,1,0,0,0
83543,0,0,0,0,0,1
7003,0,0,0,0,1,0
95207,0,0,0,0,1,0
78041,0,0,0,0,1,0
116008,0,0,0,0,1,0
11181,0,0,1,0,0,0
80494,1,0,0,0,0,0
21138,0,0,0,0,1,0
25892,1,0,0,0,0,0
53390,0,0,0,0,1,0
108246,0,0,1,0,0,0
10075,0,0,0,0,1,0
2428,0,0,0,0,0,1
94085,0,0,0,0,1,0
44500,0,0,0,0,1,0
64045,0,0,0,1,0,0
35354,0,0,0,0,1,0
39031,0,0,0,0,1,0
29710,0,0,0,0,1,0
12472,0,0,0,0,1,0
87291,0,0,0,0,1,0
65331,0,0,1,0,0,0
45188,0,1,0,0,0,0
21177,0,0,0,0,1,0
8813,0,0,0,0,1,0
42282,0,0,0,1,0,0
37556,0,0,0,0,0,1
31249,0,0,1,0,0,0
3757,0,0,1,0,0,0
122680,0,0,1,0,0,0
9690,0,1,0,0,0,0
9315,1,0,0,0,0,0
85512,1,0,0,0,0,0
90529,1,0,0,0,0,0
35441,0,0,0,0,1,0
94785,0,0,0,0,0,1
60575,0,1,0,0,0,0
16735,0,0,0,0,1,0
38776,0,0,0,0,1,0
88565,0,0,0,1,0,0
93796,1,0,0,0,0,0
108014,1,0,0,0,0,0
80554,0,0,1,0,0,0
99264,0,0,1,0,0,0
102348,0,1,0,0,0,0
82006,0,0,0,1,0,0
114856,0,0,1,0,0,0
109410,0,1,0,0,0,0
128436,0,0,0,1,0,0
25148,0,0,0,1,0,0
85466,0,0,0,1,0,0
79032,0,0,0,0,1,0
68298,0,0,1,0,0,0
99505,0,0,0,0,1,0
50076,0,0,0,0,1,0
63715,0,0,0,0,1,0
31561,0,0,1,0,0,0
81965,0,0,0,1,0,0
30463,0,0,1,0,0,0
70121,0,0,0,0,1,0
42508,0,0,0,0,1,0
53436,0,0,0,1,0,0
86681,0,0,1,0,0,0
60778,1,0,0,0,0,0
42550,0,0,1,0,0,0
72020,0,0,1,0,0,0
12896,0,0,0,0,1,0
113086,0,0,0,0,1,0
120121,0,0,0,0,1,0
119057,1,0,0,0,0,0
118783,0,0,1,0,0,0
69601,0,0,1,0,0,0
85397,0,0,1,0,0,0
94557,0,0,0,0,1,0
72785,0,0,0,0,1,0
5784,0,0,0,0,0,1
69673,1,0,0,0,0,0
1571,0,0,0,0,1,0
26320,0,0,0,0,1,0
107326,0,0,1,0,0,0
104449,0,0,0,0,0,1
510,0,0,0,0,1,0
8293,0,0,1,0,0,0
44526,0,0,0,0,1,0
58674,0,0,1,0,0,0
129074,0,0,1,0,0,0
106872,0,1,0,0,0,0
12827,0,0,1,0,0,0
14010,0,0,0,0,1,0
129045,0,0,0,1,0,0
9749,0,0,0,0,1,0
16563,0,0,0,0,1,0
85323,0,0,0,0,0,1
107908,0,0,1,0,0,0
11757,0,0,0,0,1,0
108565,0,0,0,0,1,0
15752,0,0,1,0,0,0
30479,0,0,0,1,0,0
46090,0,0,0,0,1,0
29746,0,0,1,0,0,0
2398,0,0,0,0,1,0
106694,0,0,0,0,1,0
16653,0,0,0,0,1,0
4079,0,0,1,0,0,0
109900,1,0,0,0,0,0
47483,0,0,0,0,1,0
112891,0,0,0,0,1,0
38295,0,0,0,1,0,0
85479,0,0,0,0,1,0
20027,1,0,0,0,0,0
14581,0,0,0,0,1,0
32834,0,0,0,0,1,0
89321,0,0,0,0,1,0
53610,0,0,0,0,1,0
25730,0,0,0,0,1,0
92976,1,0,0,0,0,0
11317,0,0,0,1,0,0
65646,0,1,0,0,0,0
75374,1,0,0,0,0,0
87020,0,0,0,1,0,0
38081,0,0,0,0,1,0
40354,0,0,0,0,1,0
88233,0,0,0,0,1,0
38525,0,1,0,0,0,0
12174,1,0,0,0,0,0
2360,0,0,0,0,1,0
94391,0,0,0,0,0,1
67093,0,0,0,0,1,0
53686,0,0,0,0,1,0
4382,0,0,0,0,1,0
78839,0,0,0,0,1,0
22374,0,0,0,0,1,0
63053,0,0,1,0,0,0
80803,0,0,0,0,1,0
75030,0,0,1,0,0,0
122913,0,0,0,0,1,0
114215,0,0,0,0,1,0
12913,0,0,0,0,1,0
14574,0,0,0,0,1,0
64678,0,0,0,0,1,0
72340,1,0,0,0,0,0
117195,0,0,0,0,1,0
5992,0,0,0,1,0,0
38094,0,0,0,0,1,0
55800,0,0,0,0,1,0
47957,0,0,1,0,0,0
30275,0,0,0,1,0,0
50040,0,0,0,0,0,1
93643,0,0,0,0,1,0
103074,0,0,0,0,1,0
68747,0,0,0,0,1,0
124614,0,0,0,0,1,0
59774,1,0,0,0,0,0
47294,0,0,0,0,1,0
73381,0,0,0,0,1,0
45338,0,0,0,0,1,0
54959,0,0,1,0,0,0
60026,0,0,0,0,1,0
34192,0,0,0,1,0,0
50332,0,0,0,0,1,0
111365,0,0,1,0,0,0
129479,0,0,1,0,0,0
72033,0,1,0,0,0,0
60608,0,0,0,0,1,0
55181,0,0,0,0,1,0
106831,1,0,0,0,0,0
78329,0,0,1,0,0,0
21406,1,0,0,0,0,0
110524,0,0,1,0,0,0
16311,0,0,0,0,1,0
119090,0,0,0,0,1,0
406,0,0,0,0,1,0
106824,0,0,0,0,1,0
80448,1,0,0,0,0,0
48117,0,0,0,1,0,0
36178,0,1,0,0,0,0
91160,0,0,0,0,1,0
123977,0,0,0,0,1,0
59703,0,0,0,0,1,0
14259,0,0,0,0,1,0
17707,0,0,0,0,1,0
87692,0,0,0,0,1,0
115644,0,0,0,0,1,0
44129,0,0,1,0,0,0
88408,0,0,0,0,1,0
98478,0,0,0,1,0,0
47912,0,0,1,0,0,0
74537,0,0,0,0,1,0
79408,0,1,0,0,0,0
50987,0,0,0,0,1,0
27422,1,0,0,0,0,0
63966,0,0,0,0,1,0
93745,0,0,0,0,1,0
110398,0,0,0,0,1,0
38091,1,0,0,0,0,0
71015,0,0,0,0,1,0
36040,0,0,1,0,0,0
116255,0,0,1,0,0,0
71320,0,1,0,0,0,0
32257,0,0,0,0,1,0
33068,0,0,1,0,0,0
123046,0,0,0,0,1,0
100822,1,0,0,0,0,0
61026,0,0,0,0,1,0
104583,0,1,0,0,0,0
41447,0,1,0,0,0,0
46713,1,0,0,0,0,0
96866,0,0,1,0,0,0
102014,0,0,0,0,1,0
101675,0,0,0,0,1,0
21454,0,0,0,1,0,0
12769,0,0,1,0,0,0
24445,0,0,0,0,1,0
36560,1,0,0,0,0,0
11574,0,0,0,0,0,1
89870,0,0,0,0,0,1
87653,1,0,0,0,0,0
19277,0,0,0,0,1,0
59084,0,0,1,0,0,0
105972,0,0,0,0,1,0
52031,0,0,0,0,0,1
93883,0,0,0,1,0,0
38267,0,0,0,0,1,0
60732,0,0,0,0,1,0
29772,1,0,0,0,0,0
20477,0,0,0,0,1,0
48840,0,0,0,0,1,0
114351,0,0,0,1,0,0
95054,0,0,0,0,1,0
13744,0,0,0,0,1,0
42689,0,0,1,0,0,0
44270,0,0,0,1,0,0
3150,0,0,0,1,0,0
43754,0,0,0,0,1,0
34516,0,0,0,1,0,0
112304,1,0,0,0,0,0
2318,0,0,0,0,1,0
44058,0,0,1,0,0,0
59038,0,0,0,0,1,0
1278,1,0,0,0,0,0
120183,0,1,0,0,0,0
3545,1,0,0,0,0,0
103508,0,1,0,0,0,0
45880,1,0,0,0,0,0
102021,0,0,0,0,1,0
50052,0,0,1,0,0,0
84966,0,0,0,0,1,0
15284,0,0,0,1,0,0
91142,0,0,0,0,1,0
67365,0,0,0,0,1,0
105766,0,0,0,0,1,0
41350,0,0,0,0,1,0
99294,0,0,1,0,0,0
69839,0,0,1,0,0,0
5324,0,0,0,0,1,0
74958,0,0,0,0,1,0
82849,0,0,0,0,1,0
116461,0,0,0,1,0,0
37793,0,0,1,0,0,0
52641,0,0,0,0,1,0
98223,0,0,0,0,1,0
3611,0,0,0,0,1,0
124319,0,0,0,0,1,0
89020,0,0,0,0,1,0
14856,0,0,1,0,0,0
75269,0,0,0,0,0,1
49244,0,0,0,1,0,0
45870,0,0,1,0,0,0
86965,0,0,1,0,0,0
5273,0,0,0,0,1,0
113037,0,0,0,0,1,0
73853,0,0,0,0,1,0
40973,0,0,0,1,0,0
43645,0,0,0,0,0,1
93420,0,0,0,0,1,0
46701,0,0,0,0,1,0
51809,0,0,0,1,0,0
55790,0,0,0,0,1,0
1389,0,0,0,0,1,0
12722,1,0,0,0,0,0
98867,0,0,0,0,0,1
33942,0,0,0,0,0,1
46297,0,0,0,0,1,0
33177,1,0,0,0,0,0
59295,0,0,0,0,1,0
128449,0,0,0,0,1,0
84411,0,0,1,0,0,0
5882,0,0,0,0,1,0
127426,1,0,0,0,0,0
42952,0,0,1,0,0,0
6692,0,0,0,0,0,1
43713,0,0,0,0,1,0
120175,0,0,0,0,1,0
92002,0,0,0,0,0,1
5284,0,0,0,0,1,0
128815,0,0,0,0,1,0
30797,0,0,0,1,0,0
4549,0,0,0,0,1,0
86495,0,0,0,0,1,0
38500,0,1,0,0,0,0
126797,0,0,0,0,1,0
26910,0,0,1,0,0,0
18294,0,0,0,1,0,0
102028,0,0,0,0,1,0
47079,0,1,0,0,0,0
38777,0,0,1,0,0,0
25603,0,1,0,0,0,0
52522,0,0,0,0,1,0
83599,0,0,0,0,1,0
96744,0,0,1,0,0,0
123160,0,0,0,0,1,0
79357,0,0,0,0,1,0
27411,0,0,0,0,1,0
110007,0,0,0,0,1,0
31737,0,0,0,0,1,0
104575,0,0,0,0,1,0
87380,0,0,0,0,1,0
111358,0,0,0,0,0,1
9084,0,0,0,0,1,0
121775,0,0,0,1,0,0
21612,0,0,1,0,0,0
106427,0,0,0,0,1,0
32928,0,0,0,0,1,0
47179,0,0,0,0,1,0
4733,0,0,0,0,1,0
9763,0,1,0,0,0,0
93961,0,0,0,1,0,0
9732,0,0,0,0,1,0
39902,0,0,0,0,0,1
3502,1,0,0,0,0,0
124979,0,0,0,0,0,1
37107,0,0,0,1,0,0
123686,1,0,0,0,0,0
112259,1,0,0,0,0,0
117773,0,0,0,0,1,0
609,0,0,0,0,1,0
88077,0,0,0,1,0,0
116669,0,0,0,0,1,0
12826,0,0,1,0,0,0
27991,0,0,0,0,1,0
43957,0,0,1,0,0,0
125473,0,0,0,0,1,0
98274,0,0,0,0,1,0
40011,0,1,0,0,0,0
34504,0,1,0,0,0,0
80313,1,0,0,0,0,0
4593,0,0,1,0,0,0
61565,1,0,0,0,0,0
25756,0,0,0,0,1,0
36851,0,0,0,0,1,0
14536,0,0,1,0,0,0
31298,0,0,1,0,0,0
109856,0,0,0,0,1,0
91936,0,0,0,0,1,0
38443,0,0,0,0,1,0
24159,1,0,0,0,0,0
113853,0,0,0,0,1,0
79779,0,0,1,0,0,0
36314,0,0,1,0,0,0
71886,0,0,0,0,1,0
84578,0,0,0,0,1,0
10012,0,1,0,0,0,0
82471,0,0,0,0,1,0
117057,0,0,1,0,0,0
44519,0,0,0,1,0,0
67910,0,0,0,0,1,0
41297,0,0,0,0,0,1
108517,0,0,0,1,0,0
118981,0,0,1,0,0,0
5038,0,0,0,0,1,0
104965,0,0,0,0,1,0
92020,0,0,1,0,0,0
50219,0,1,0,0,0,0
56330,0,1,0,0,0,0
112310,0,0,0,0,1,0
58660,0,0,0,1,0,0
99687,0,1,0,0,0,0
54252,0,0,0,0,1,0
75372,0,0,0,0,1,0
88556,0,0,0,0,1,0
122624,0,0,0,0,1,0
50437,0,0,0,0,1,0
93671,0,0,1,0,0,0
71759,0,0,0,0,1,0
106028,0,0,0,0,1,0
116271,0,1,0,0,0,0
15918,0,0,0,1,0,0
37915,1,0,0,0,0,0
3452,0,0,1,0,0,0
47992,0,0,1,0,0,0
93457,0,0,0,0,1,0
77950,0,0,0,0,1,0
100778,0,0,0,0,1,0
119846,1,0,0,0,0,0
75651,0,0,0,0,1,0
16572,0,0,0,0,1,0
66066,0,0,0,0,1,0
80413,0,0,1,0,0,0
13240,1,0,0,0,0,0
68891,0,0,0,0,1,0
49450,0,0,0,0,1,0
85882,0,0,0,0,1,0
68296,0,0,0,0,1,0
22747,0,0,0,0,1,0
88516,0,0,0,0,1,0
101035,0,0,0,0,1,0
66152,0,0,0,0,1,0
129471,0,0,0,0,1,0
29586,0,0,0,0,1,0
14246,0,0,0,0,1,0
25462,0,0,0,0,1,0
123720,0,0,1,0,0,0
57159,0,0,0,1,0,0
89332,0,0,1,0,0,0
126549,0,0,0,1,0,0
42100,1,0,0,0,0,0
18590,1,0,0,0,0,0
109459,0,0,0,0,1,0
74260,0,0,0,0,1,0
83025,0,0,0,0,1,0
68522,0,0,0,0,1,0
3731,1,0,0,0,0,0
128662,0,0,0,0,1,0
61959,0,0,0,1,0,0
62075,0,0,0,0,1,0
20682,0,1,0,0,0,0
106490,0,0,0,1,0,0
70205,0,0,0,0,1,0
126244,0,0,0,0,1,0
122904,0,0,0,0,1,0
11239,0,0,0,0,1,0
37745,0,0,1,0,0,0
24205,0,0,0,0,1,0
21210,0,0,1,0,0,0
6894,0,0,0,0,1,0
98435,0,0,1,0,0,0
113595,0,0,0,0,1,0
59691,0,0,0,1,0,0
124144,0,0,0,0,1,0
82555,1,0,0,0,0,0
95572,0,0,1,0,0,0
118289,0,0,0,1,0,0
93296,0,1,0,0,0,0
61180,0,0,0,1,0,0
15495,0,0,0,0,1,0
107395,0,0,1,0,0,0
2563,0,0,1,0,0,0
19736,0,0,0,0,0,1
69697,1,0,0,0,0,0
36165,1,0,0,0,0,0
35858,0,0,0,0,1,0
114183,0,0,0,1,0,0
123795,0,0,0,0,1,0
123689,0,0,1,0,0,0
100930,0,0,0,0,1,0
20479,1,0,0,0,0,0
17163,0,0,0,0,0,1
54737,0,0,0,0,1,0
353,0,0,0,0,1,0
65010,0,0,0,0,1,0
36016,0,0,0,0,0,1
45145,0,0,1,0,0,0
16957,0,0,1,0,0,0
38077,0,0,1,0,0,0
90720,0,0,1,0,0,0
125213,0,0,0,0,1,0
19577,0,0,0,0,1,0
88756,0,0,0,0,1,0
42705,0,0,0,0,1,0
81873,0,0,0,0,1,0
40748,0,0,0,0,1,0
24593,0,0,0,0,1,0
65336,1,0,0,0,0,0
116651,0,0,0,1,0,0
100563,0,0,0,0,1,0
128478,0,0,0,0,1,0
110157,0,0,0,0,1,0
83145,0,1,0,0,0,0
119964,0,0,0,0,1,0
116688,1,0,0,0,0,0
119471,1,0,0,0,0,0
15249,0,0,0,0,1,0
10889,1,0,0,0,0,0
52867,0,0,0,0,1,0
4812,0,0,0,0,1,0
8626,0,0,0,0,1,0
114350,0,0,0,0,1,0
121068,0,0,0,1,0,0
33873,0,0,0,0,1,0
58395,0,1,0,0,0,0
128307,0,0,0,0,1,0
21894,0,0,0,0,1,0
10403,0,0,0,1,0,0
6324,0,0,0,1,0,0
92567,0,0,0,0,1,0
111885,0,0,0,0,0,1
105986,0,0,0,0,1,0
36938,0,0,0,0,1,0
85906,0,0,1,0,0,0
51436,0,0,0,1,0,0
72021,0,0,1,0,0,0
104228,0,0,1,0,0,0
61812,0,0,0,1,0,0
123189,0,0,0,0,1,0
45353,0,0,0,1,0,0
93763,0,0,0,1,0,0
105080,0,0,0,1,0,0
115877,0,0,0,1,0,0
119256,0,1,0,0,0,0
98135,0,1,0,0,0,0
15256,0,0,1,0,0,0
3283,0,0,0,0,1,0
41727,0,0,1,0,0,0
67705,1,0,0,0,0,0
83474,0,0,0,0,1,0
30922,0,0,0,0,1,0
33968,0,0,0,0,1,0
99793,0,0,0,0,1,0
52373,0,0,1,0,0,0
10034,0,0,0,0,1,0
46061,0,0,0,0,0,1
50363,0,0,1,0,0,0
47916,0,0,0,1,0,0
2119,0,0,1,0,0,0
19375,0,0,0,0,0,1
58948,0,0,0,0,1,0
100378,0,0,0,1,0,0
36898,0,0,0,0,1,0
116626,0,0,0,0,1,0
9532,0,0,1,0,0,0
109370,0,0,0,0,1,0
69033,0,0,0,0,1,0
63544,0,0,1,0,0,0
129688,0,0,0,0,1,0
80796,0,0,1,0,0,0
9911,0,0,0,0,0,1
119338,0,1,0,0,0,0
53999,1,0,0,0,0,0
121397,0,0,1,0,0,0
128921,1,0,0,0,0,0
17646,0,0,0,0,1,0
32982,0,0,1,0,0,0
35040,0,0,0,0,1,0
103563,0,0,0,0,0,1
30174,0,1,0,0,0,0
126208,0,1,0,0,0,0
70676,0,0,0,0,1,0
41212,0,1,0,0,0,0
73117,0,0,1,0,0,0
51420,1,0,0,0,0,0
7573,0,0,0,0,1,0
40530,0,0,0,0,0,1
24639,0,1,0,0,0,0
34993,1,0,0,0,0,0
70002,0,0,0,0,1,0
31395,0,0,0,0,1,0
30536,0,0,0,1,0,0
92310,0,0,0,0,1,0
29294,1,0,0,0,0,0
24342,0,0,0,1,0,0
122238,0,0,0,0,0,1
31689,0,0,0,0,1,0
28651,0,0,0,0,1,0
10823,0,0,0,0,1,0
40625,0,0,0,1,0,0
85251,0,0,0,0,1,0
82866,0,0,0,1,0,0
106593,0,0,0,0,1,0
30464,0,0,0,0,1,0
16474,0,0,0,0,0,1
51231,0,0,0,0,1,0
116534,0,0,0,0,1,0
91835,0,0,0,0,1,0
69084,0,0,0,0,1,0
48748,0,1,0,0,0,0
78495,0,0,0,0,1,0
109161,0,0,1,0,0,0
89384,0,0,0,1,0,0
100927,0,1,0,0,0,0
116599,0,0,0,0,0,1
119733,0,0,1,0,0,0
111844,0,0,0,0,1,0
87198,0,0,1,0,0,0
49536,0,0,1,0,0,0
36778,0,1,0,0,0,0
44897,0,0,0,0,0,1
32986,0,0,0,0,1,0
47732,0,0,0,1,0,0
47610,0,0,0,1,0,0
114042,0,1,0,0,0,0
20068,1,0,0,0,0,0
125151,0,0,0,0,1,0
5821,0,0,0,0,1,0
52950,1,0,0,0,0,0
79145,0,0,0,0,1,0
5753,1,0,0,0,0,0
58000,0,0,1,0,0,0
81647,1,0,0,0,0,0
15557,0,0,1,0,0,0
35937,0,0,0,0,1,0
59411,0,0,0,0,1,0
58885,0,0,0,0,0,1
121811,1,0,0,0,0,0
52313,0,0,0,0,1,0
1406,0,0,0,0,1,0
35510,0,0,0,0,1,0
75119,0,0,1,0,0,0
33137,0,1,0,0,0,0
73051,0,0,0,0,0,1
17003,1,0,0,0,0,0
87605,0,0,0,0,1,0
97760,0,0,1,0,0,0
20262,0,0,1,0,0,0
112216,0,0,1,0,0,0
2417,0,1,0,0,0,0
105920,0,0,0,0,1,0
60025,0,0,0,0,1,0
86507,0,0,0,0,1,0
92940,0,0,0,0,1,0
69089,0,0,0,0,1,0
53850,1,0,0,0,0,0
91993,0,0,1,0,0,0
31524,0,0,0,1,0,0
88210,0,0,0,0,0,1
83167,0,0,0,0,1,0
64184,0,0,0,0,1,0
77618,0,0,0,0,1,0
52643,0,1,0,0,0,0
22724,0,0,0,0,1,0
